5m_range,1h_range,6h_range,5m_mean
"(379.0, 1151.0)","(438.875, 1091.125)","(508.0, 1082.0)",2451.8860759493673
"(55242.125, 86619.875)","(49600.0, 92262.0)","(46642.0, 95142.0)",114740.54430379746
"(-1591.625, 1787.625)","(63.5, 116.5)","(45.75, 128.25)",6791.194029850746
"(173897.75, 182098.25)","(174172.5, 182449.5)","(162586.0, 192242.0)",177272.60344827586
"(244.0, 244.0)","(218.25, 269.75)","(221.375, 252.625)",228.22727272727272
"(165472.5, 184527.5)","(165271.75, 184728.25)","(158698.125, 182515.875)",174682.4592274678
"(377.5, 738.5)","(379.0, 737.0)","(350.0, 789.0)",2917.8151658767774
"(20.5, 40.5)","(23.5, 42.5)","(27.5, 46.5)",26.98936170212766
"(3056.0, 4944.0)","(3239.75, 5022.25)","(1766.0, 4566.0)",3790.3908629441626
"(26.25, 51.75)","(25.5, 53.5)","(32.5, 51.5)",4159.512605042017
"(1133.0, 1265.0)","(1086.0, 1314.0)","(462.0, 960.0)",1231.8869047619048
"(2073.0, 2337.0)","(2059.875, 2350.125)","(1968.5, 2331.5)",2267.6102564102566
"(2671.0, 4671.0)","(3998.25, 5997.75)","(3524.5, 6473.5)",4802.010050251256
"(-1150.0, 6627.0)","(-1548.5, 6228.5)","(-1162.75, 5850.75)",11570.0625
"(25.375, 78.625)","(25.25, 78.75)","(12.125, 86.875)",14910.381944444445
"(799850.375, 830149.625)","(798344.375, 831843.625)","(793969.125, 838968.875)",840267.7192982456
"(-759.5, 2809.5)","(-259.5, 2309.5)","(-1009.5, 3059.5)",4306.157657657658
"(-3963.5, 4015.5)","(-616.25, 668.25)","(-1715.25, 1767.25)",31338.51818181818
"(2.0, 2.0)","(2.0, 2.0)","(1.5, 2.5)",3.6666666666666665
"(971.25, 1304.75)","(974.875, 1301.125)","(975.375, 1300.625)",1501.2
"(-490.5, 498.5)","(-207.0, 217.0)","(-231.5, 242.5)",2882.632
"(7998.5, 11998.5)","(7999.0, 11999.0)","(8000.0, 12000.0)",12695.55
"(-119.0, 2881.0)","(-160.5, 2872.5)","(-2.25, 2872.25)",4645.143478260869
"(478.5, 539.5)","(471.75, 540.25)","(443.375, 536.625)",540.0597014925373
"(1304.5, 1777.5)","(1240.25, 1759.75)","(1247.5, 1644.5)",3872.197080291971
"(742.5, 1051.5)","(757.5, 1028.5)","(712.125, 1053.875)",4965.74297188755
"(246.5, 7753.5)","(2346.5, 4653.5)","(1697.5, 3888.5)",6838.073333333334
"(169006.0, 229008.0)","(140000.0, 260000.0)","(95000.0, 225000.0)",189341.11627906977
"(-19.375, 57.375)","(32.5, 127.5)","(0.25, 99.75)",6160.5
"(-184.25, 504.25)","(-197.5, 529.5)","(-225.0, 571.0)",314.7068965517241
"(3871.5, 8024.5)","(3975.5, 8128.5)","(5788.75, 7009.25)",9408.888888888889
"(1510.0, 2136.0)","(1515.5, 2130.5)","(1504.5, 2163.5)",1850.3966480446927
"(998.5, 999.5)","(998.5, 999.5)","(757.0, 1241.0)",984.9044368600682
"(1.0, 1.0)","(1.0, 1.0)","(0.5, 1.5)",914.4823529411765
"(-4972.875, 5013.875)","(-2144.5, 2184.5)","(-1916.0, 1956.0)",24172.753012048193
"(399.5, 482.5)","(413.5, 464.5)","(392.5, 457.5)",8475.160839160839
"(335.5, 504.5)","(335.5, 504.5)","(336.0, 505.0)",6470.8
"(569.5, 794.5)","(-3068.0, 4432.0)","(-3122.125, 4572.125)",14104.29457364341
"(623.5, 874.5)","(623.5, 874.5)","(375.0, 1125.0)",2037.1287128712872
"(134.0, 224.0)","(140.0, 220.0)","(144.75, 214.25)",5124.752475247525
"(563.0, 817.0)","(550.75, 829.25)","(452.5, 997.5)",7152.199004975125
"(713.5, 7212.5)","(713.5, 7212.5)","(746.5, 7207.5)",7624.926470588235
"(42.5, 17957.5)","(459.5, 17540.5)","(-1639.5, 6559.5)",10396.965517241379
"(6131.125, 9536.875)","(5953.0, 9715.0)","(6028.0, 9056.0)",9610.8125
"(12459.5, 20254.5)","(12514.75, 20285.25)","(13058.0, 20740.0)",15094.68202764977
"(519.25, 780.75)","(550.25, 781.75)","(438.25, 987.75)",9058.901041666666
"(15782.0, 18342.0)","(15782.0, 18342.0)","(15878.875, 18245.125)",23203.84931506849
"(959888.0, 1739888.0)","(885049.25, 1623947.75)","(569485.5, 1280486.5)",1384463.5637583893
"(132.5, 171.5)","(125.5, 164.5)","(113.5, 157.5)",3605.8011049723755
"(13.375, 708.625)","(43.0, 679.0)","(302.5, 407.5)",8638.871621621622
"(40842.5, 42957.5)","(39941.5, 42056.5)","(39912.0, 42086.0)",45892.845303867405
"(1119.75, 1380.25)","(1119.5, 1380.5)","(475.0, 2025.0)",24294.779487179487
"(3.0, 12.0)","(3.0, 12.0)","(3.75, 8.25)",5736.952380952381
"(1537.0, 1849.0)","(1520.25, 1875.75)","(1225.5, 2194.5)",2726.767741935484
"(2021.0, 2399.0)","(2025.5, 2374.5)","(2043.625, 2351.375)",2525.975903614458
"(315.25, 458.75)","(312.25, 437.75)","(308.5, 425.5)",1030.6931818181818
"(38040.0, 161960.0)","(24151.0, 198071.0)","(35614.5, 224852.5)",155057.96759259258
"(-522.5, 1774.5)","(144.0, 1108.0)","(540.5, 739.5)",6476.382653061224
"(264.5, 593.5)","(253.5, 586.5)","(335.5, 663.5)",452.43579766536965
"(5701973.5, 6472026.5)","(5753500.0, 6644500.0)","(5245581.75, 6704418.25)",6130507.358974359
"(1010.5, 2771.5)","(501.0, 2379.0)","(79.5, 2098.5)",1986.1509433962265
"(-585.0, 675.0)","(-523.5, 611.5)","(-551.0, 709.0)",1505.151111111111
"(25556.875, 30927.125)","(25763.0, 30721.0)","(25215.0, 31269.0)",32400.996
"(-56.5, 118.5)","(-57.75, 119.75)","(-36.5, 96.5)",250.1822222222222
"(-1000.5, 3066.5)","(883.125, 1124.875)","(811.0, 1197.0)",16758.95945945946
"(354.5, 1045.5)","(358.0, 1052.0)","(498.5, 1246.5)",1345.2696629213483
"(152.625, 447.375)","(117.125, 414.875)","(156.0, 444.0)",248.37956204379563
"(1448.5, 4547.5)","(1802.75, 4193.25)","(1802.75, 4193.25)",4708.980392156863
"(5436.5, 8059.5)","(5436.5, 8059.5)","(4588.5, 9211.5)",53959.466367713
"(392250.0, 463750.0)","(393500.0, 464500.0)","(442876.0, 513376.0)",449204.42142857146
"(162.0, 392.0)","(166.25, 393.75)","(164.0, 383.0)",2862.5819672131147
"(-1106.375, 3853.375)","(-480.5, 2480.5)","(-717.375, 1887.375)",8282.622950819672
"(877.0, 9123.0)","(877.0, 9123.0)","(515.5, 8684.5)",5271.137931034483
"(26.0, 2026.0)","(-467.0, 2983.0)","(-380.0, 1100.0)",1667.84375
"(202716.5, 274491.5)","(206850.0, 270358.0)","(210902.0, 263642.0)",264998.70038910507
"(456.5, 3259.5)","(665.5, 3428.5)","(1505.5, 4314.5)",4501.87027027027
"(244.5, 319.5)","(237.875, 301.125)","(236.5, 289.5)",557.6666666666666
"(-22618.25, 24688.25)","(-10773.75, 12773.75)","(-11626.625, 13626.625)",46449.52380952381
"(-279.0, 4279.0)","(422.5, 3033.5)","(832.625, 3032.375)",4642.043824701195
"(6998.5, 6999.5)","(6499.0, 7499.0)","(1666.5, 7665.5)",6247.922077922078
"(230.75, 452.25)","(156.5, 435.5)","(131.5, 429.5)",984.5
"(-578.875, 1145.875)","(-303.0, 590.0)","(-300.875, 591.875)",3077.972440944882
"(268369.5, 521619.5)","(290874.75, 543125.25)","(322500.0, 572500.0)",407867.17346938775
"(638.0, 862.0)","(618.0, 786.0)","(639.625, 700.375)",739.471615720524
"(1618990.375, 2121009.625)","(1646107.375, 2153886.625)","(1208401.5, 2191598.5)",1962929.625
"(181.0, 357.0)","(182.25, 353.75)","(116.75, 347.25)",304.2769230769231
"(-127.75, 429.75)","(-235.0, 539.0)","(-497.5, 805.5)",1350.9036144578313
"(-293.5, 373.5)","(-195.75, 275.75)","(-192.0, 272.0)",2949.0289017341042
"(2284.0, 2998.0)","(2268.0, 3014.0)","(2147.0, 3027.0)",6573.270491803279
"(-37677.5, 104345.5)","(-23360.75, 39918.75)","(-22367.5, 38925.5)",90839.13223140496
"(3.0, 7.0)","(1.5, 6.5)","(0.5, 7.5)",458.5603448275862
"(14.5, 269.5)","(-71.5, 171.5)","(-51.75, 176.75)",26963.275167785236
"(-2.0, 44.0)","(2.0, 40.0)","(13.0, 57.0)",26.431818181818183
"(41.125, 988.875)","(211.0, 789.0)","(308.0, 578.0)",2133.6391304347826
"(101.5, 178.5)","(84.0, 182.0)","(83.625, 184.375)",185.7440758293839
"(-13.5, 83.5)","(-19.125, 89.125)","(-12.5, 82.5)",182.5
"(51.0, 65.0)","(51.125, 64.875)","(51.0, 65.0)",173.31441048034935
"(364.25, 769.75)","(372.0, 731.0)","(433.875, 616.125)",2533.1548387096773
"(33.125, 63.875)","(34.375, 61.625)","(35.375, 60.625)",128.76506024096386
"(-1275.5, 1305.5)","(-1146.375, 1176.375)","(-1233.0, 1263.0)",9093.16447368421
"(800.5, 1685.5)","(696.25, 1979.75)","(760.0, 1874.0)",1717.219895287958
"(252.0, 566.0)","(283.5, 534.5)","(267.5, 550.5)",428.7185185185185
"(310.0, 402.0)","(309.0, 401.0)","(258.75, 417.25)",580.1289198606272
"(-261.25, 1297.25)","(100.625, 919.375)","(-238.5, 1296.5)",2650.7190476190476
"(2287.0, 2832.0)","(2023.5, 3298.5)","(2035.5, 2688.5)",9914.235294117647
"(-369.125, 1971.125)","(-903.5, 2479.5)","(-942.5, 2464.5)",4686.5344827586205
"(123.625, 1522.375)","(13.5, 1662.5)","(58.5, 1629.5)",2017975.9095744682
"(816.375, 1353.625)","(828.0, 1328.0)","(944.0, 1350.0)",1025.2718446601941
"(201.0, 1799.0)","(-379.0, 1219.0)","(-495.0, 2495.0)",2892.393063583815
"(165.0, 205.0)","(150.25, 205.75)","(113.625, 208.375)",2388.3837209302324
"(-1021.0, 1873.0)","(-1369.5, 2223.5)","(-1119.5, 1971.5)",2842.909090909091
"(4879.0, 7285.0)","(4771.5, 7048.5)","(5199.125, 7074.875)",6042.0
"(511668.75, 678329.25)","(526670.5, 670883.5)","(461101.0, 648899.0)",545881.1871657755
"(427385.0, 522615.0)","(419610.75, 540389.25)","(435329.5, 574862.5)",481986.806122449
"(200.0, 200.0)","(200.0, 200.0)","(86.0, 94.0)",200.0
"(194.375, 1159.625)","(210.5, 1143.5)","(284.25, 1065.75)",1500.5632911392406
"(754.875, 899.125)","(758.5, 891.5)","(707.0, 888.0)",998.2764705882353
"(161.0, 249.0)","(177.5, 232.5)","(-15.75, 445.75)",230.33469387755102
"(2274.75, 3725.25)","(2275.75, 3724.25)","(2107.5, 3892.5)",3278.816425120773
"(416.0, 528.0)","(410.0, 512.0)","(412.25, 509.75)",522.5512195121951
"(-1879.125, 3055.125)","(-1978.125, 2110.125)","(-1295.5, 1391.5)",4774.067164179104
"(151125.0, 209875.0)","(142580.25, 200369.75)","(132118.0, 202900.0)",167007.78481012658
"(585.0, 1077.0)","(414.125, 1247.875)","(532.75, 1063.25)",1783.5211267605634
"(4.0, 20.0)","(6.25, 23.75)","(6.0, 24.0)",931.4437086092715
"(575296.25, 602249.75)","(575703.5, 601840.5)","(569148.0, 595180.0)",585398.9775784754
"(109342.0, 296658.0)","(119266.375, 309101.625)","(120978.0, 319978.0)",259693.02994011977
"(-364.5, 414.5)","(-271.25, 321.25)","(-364.5, 414.5)",838.6165803108809
"(-12342.0, 22342.0)","(-10335.5, 24335.5)","(-10335.5, 24335.5)",64496.406113537116
"(2559131.375, 3040868.625)","(2513874.75, 2975124.25)","(2567025.75, 2974974.25)",2794919.364197531
"(-21.25, 23.25)","(-17.125, 19.125)","(-23.5, 25.5)",191.251968503937
"(271.0, 1467.0)","(276.0, 1462.0)","(297.375, 1390.625)",1347.5652173913043
"(354.875, 614.125)","(373.0, 617.0)","(328.0, 642.0)",2924.1106194690265
"(3677.0, 7897.0)","(3677.0, 7897.0)","(3428.125, 8145.875)",12442.720524017468
"(912.5, 2587.5)","(1001.0, 2499.0)","(975.75, 2524.25)",18868.554794520547
"(-894.0, 1042.0)","(-894.0, 1042.0)","(-900.5, 1042.5)",1999.5427509293681
"(51.0, 3947.0)","(51.0, 3947.0)","(104.0, 4000.0)",2229.797794117647
"(405.75, 620.25)","(406.125, 615.875)","(416.5, 612.5)",876.3644067796611
"(2396.25, 3665.75)","(2267.5, 4372.5)","(2249.5, 4324.5)",5079.464454976303
"(26557.0, 27919.0)","(20560.0, 33916.0)","(22677.5, 31798.5)",38384.54807692308
"(11.875, 710.125)","(188.0, 512.0)","(261.25, 390.75)",20332.133663366338
"(1699997.5, 1900002.5)","(1720835.5, 1879164.5)","(1487809.875, 1788961.125)",1809226.2335766423
"(602.0, 2408.0)","(178.5, 2089.5)","(-198.25, 2197.25)",4438.905511811024
"(17.25, 352.75)","(-7.0, 377.0)","(5.375, 364.625)",913.009009009009
"(1038.0, 5564.0)","(1050.5, 5551.5)","(730.0, 5306.0)",5215.087209302325
"(-471.125, 1861.125)","(-720.0, 2066.0)","(-371.0, 1715.0)",3911.995867768595
"(93.75, 504.25)","(93.5, 504.5)","(93.5, 504.5)",299.3103448275862
"(-1810.125, 2920.125)","(-1298.0, 2408.0)","(-1300.0, 3300.0)",5657.361344537815
"(-66.5, 562.5)","(-624.0, 1130.0)","(-189.0, 711.0)",936.2896551724137
"(1075.5, 1256.5)","(1054.875, 1277.125)","(1052.5, 1279.5)",9892.76397515528
"(104719375.0, 109280625.0)","(105244000.0, 109744000.0)","(104688643.5, 110812356.5)",106934095.26851852
"(2.5, 3.5)","(2.0, 4.0)","(2.5, 3.5)",25.641509433962263
"(1720.5, 2041.5)","(1811.0, 2131.0)","(1581.375, 2172.625)",2233.65
"(1475.0, 1485.0)","(1475.0, 1485.0)","(-1725.75, 4705.75)",4042.7441860465115
"(31.75, 166.25)","(16.25, 181.75)","(-48.75, 148.75)",139.5
"(3.0, 19.0)","(5.5, 22.5)","(4.5, 21.5)",140.54237288135593
"(21190.0, 26580.0)","(20748.5, 27021.5)","(21269.5, 27272.5)",68146.24770642201
"(110038.625, 213513.375)","(113199.75, 214758.25)","(114465.5, 215534.5)",230898.46261682242
"(225000.5, 274999.5)","(235000.0, 285000.0)","(235000.0, 285000.0)",285387.64556962025
"(221.75, 582.25)","(273.125, 622.875)","(265.125, 733.875)",995.8636363636364
"(-20.875, 22.875)","(-21.0, 23.0)","(-15.0, 39.0)",20.61111111111111
"(20425.5, 22588.5)","(20917.25, 22082.75)","(21381.875, 23059.125)",21597.78544061303
"(45300000.0, 51300000.0)","(45300000.0, 51300000.0)","(45300000.0, 51300000.0)",48323842.0
"(235.5, 388.5)","(235.5, 372.5)","(227.375, 370.625)",2075.022900763359
"(481.0, 682.0)","(498.5, 695.5)","(470.0, 700.0)",5795.758241758242
"(1184.5, 2913.5)","(1604.5, 3241.5)","(1787.875, 3658.125)",2361.0887096774195
"(4435.25, 4622.75)","(4400.75, 4657.25)","(4276.5, 4729.5)",7273.688888888889
"(915.5, 1298.5)","(887.0, 1327.0)","(907.5, 1292.5)",1161.8949771689497
"(4168.125, 6672.875)","(3889.75, 6466.25)","(4097.5, 6276.5)",6409.855555555556
"(3036.5, 4477.5)","(3030.0, 4484.0)","(1072.5, 6809.5)",5440.811808118081
"(551.5, 676.5)","(328.625, 899.375)","(-125.75, 1417.75)",1539.9539170506912
"(-634.5, 1744.5)","(-692.5, 1692.5)","(-690.5, 1694.5)",9590.61214953271
"(12.0, 46.0)","(11.0, 45.0)","(18.5, 45.5)",42.23300970873787
"(1199.25, 4290.75)","(1418.625, 3949.375)","(1903.875, 3430.125)",3943.0641711229946
"(-2566.5, 4538.5)","(-2581.125, 4553.125)","(-1224.5, 3246.5)",6750.2844444444445
"(177500.0, 222500.0)","(179354.375, 220645.625)","(183809.0, 224876.0)",200643.93434343435
"(1629.25, 3935.75)","(1684.0, 3884.0)","(1630.5, 3934.5)",4126.325925925926
"(1302.0, 8148.0)","(1019.0, 7733.0)","(3018.75, 10732.25)",7818.363265306122
"(126.75, 311.25)","(114.75, 323.25)","(136.0, 302.0)",12792.18487394958
"(-2227.5, 2261.5)","(-980.75, 1012.75)","(-980.0, 1012.0)",20725.43722943723
"(4461.0, 5693.0)","(4364.0, 5596.0)","(4358.5, 5590.5)",9029.680365296803
"(100.375, 5031.625)","(33.5, 4966.5)","(-621.125, 4312.125)",4874.369565217391
"(945.0, 3055.0)","(950.0, 3050.0)","(894.0, 3106.0)",2978.6216216216217
"(98.5, 107.5)","(97.75, 106.25)","(100.0, 106.0)",99.18333333333334
"(-25081.25, 80347.25)","(-23301.5, 63301.5)","(-16734.0, 67339.0)",77012.71171171172
"(747.5, 1128.5)","(771.0, 1129.0)","(865.5, 1080.5)",1088.8461538461538
"(12139.0, 21915.0)","(12612.25, 22293.75)","(12249.0, 22033.0)",25067.3961352657
"(2757.75, 5042.25)","(2880.75, 4951.25)","(2940.5, 4847.5)",14681.988571428572
"(102.0, 152.0)","(102.0, 152.0)","(97.75, 150.25)",362.3263157894737
"(0.0, 4.0)","(2.0, 6.0)","(2.0, 6.0)",1879.503448275862
"(618.875, 685.125)","(618.5, 685.5)","(627.5, 694.5)",733.6964285714286
"(5406.5, 6593.5)","(5408.375, 6591.625)","(5261.25, 6566.75)",7095.027027027027
"(793.0, 1111.0)","(799.0, 1103.0)","(740.5, 1005.5)",1102.7185185185185
"(-10440.0, 21560.0)","(-9629.875, 20193.875)","(-10056.0, 20620.0)",32768.00826446281
"(288.5, 459.5)","(288.75, 459.25)","(289.125, 440.875)",989.8524590163935
"(-3267.75, 5639.75)","(-800.5, 3172.5)","(-847.5, 3213.5)",11591.162337662337
"(158890366.0, 185312078.0)","(158839760.0, 190466009.0)","(162351013.75, 211648980.25)",177732906.02040815
"(118958.0, 284708.0)","(104784.25, 337611.75)","(50302.625, 265300.375)",244003.19444444444
"(-175.5, 751.5)","(196.5, 347.5)","(205.0, 329.0)",4872.404255319149
"(-15.0, 2015.0)","(-15.0, 2015.0)","(-15.0, 2015.0)",1415.2372881355932
"(-29779.75, 144661.75)","(-1562.5, 79562.5)","(1031.25, 76968.75)",173728.2
"(-28897.75, 54401.75)","(-15046.75, 29404.75)","(-14578.0, 28936.0)",94513.23456790124
"(5001.5, 19000.5)","(6566.875, 18435.125)","(7281.75, 15720.25)",22292.56378600823
"(-430.75, 10632.75)","(-1867.0, 13867.0)","(20.125, 13129.875)",12154.255319148937
"(-10100.625, 12980.625)","(-1393.5, 4147.5)","(-2883.25, 5637.25)",23237.417475728154
"(4281.0, 5177.0)","(4282.0, 5175.0)","(4278.5, 5177.5)",5406.964285714285
"(134.0, 266.0)","(133.5, 266.5)","(142.5, 277.5)",290.0683760683761
"(23000.0, 83000.0)","(23000.0, 83000.0)","(23000.0, 83000.0)",84658.06857142856
"(96.5, 119.5)","(94.625, 121.375)","(90.5, 121.5)",3417.1624365482235
"(608.875, 875.125)","(584.75, 888.25)","(586.0, 903.0)",6105.226415094339
"(420.0, 2506.0)","(330.0, 2482.0)","(491.0, 2467.0)",10622.186274509804
"(590.5, 1049.5)","(619.5, 1052.5)","(623.25, 1048.75)",924.1117318435754
"(299.0, 1681.0)","(231.25, 1738.75)","(264.0, 1696.0)",2313823.2994350283
"(62.0, 128.0)","(59.0, 125.0)","(59.625, 124.375)",670.1992481203008
"(-473.875, 517.875)","(-380.0, 612.0)","(107.5, 1092.5)",2655.3214285714284
"(15393.5, 27610.5)","(15310.0, 27527.0)","(14393.0, 26607.0)",69830.26315789473
"(21557.5, 51152.5)","(21557.5, 51152.5)","(19072.5, 48853.5)",49353.3317535545
"(12.5, 709.5)","(12.5, 709.5)","(12.5, 709.5)",438.21656050955414
"(388.0, 876.0)","(371.5, 892.5)","(268.5, 795.5)",696.9605734767025
"(-890.5, 116532.5)","(10289.5, 127710.5)","(-5194.375, 100194.375)",122541.07339449541
"(12214711.5, 14775288.5)","(12216211.5, 14773788.5)","(10728960.0, 14671040.0)",14069333.509933775
"(403.625, 728.375)","(407.875, 726.125)","(410.125, 729.875)",11164.0
"(671.0, 1129.0)","(652.0, 1110.0)","(652.0, 1110.0)",1673.5933014354066
"(241.75, 284.25)","(246.5, 279.5)","(257.375, 276.625)",209.1044776119403
"(367.5, 764.5)","(379.25, 746.75)","(367.25, 758.75)",65710.88034188034
"(-1945.125, 15512.125)","(-1817.625, 15806.625)","(5035.625, 8940.375)",25944.45625
"(100246.5, 142009.5)","(100401.5, 142932.5)","(100265.5, 143068.5)",124093.6275862069
"(56489.5, 83510.5)","(58403.0, 83089.0)","(57239.375, 84252.625)",62561.1171875
"(181.0, 781.0)","(180.5, 755.5)","(190.75, 705.25)",6154.9240506329115
"(-1532.75, 1898.75)","(-1001.25, 1361.25)","(-193.625, 528.625)",7323.614864864865
"(353.75, 446.25)","(322.75, 649.25)","(437.5, 822.5)",399.5708333333333
"(3186.5, 4811.5)","(1850.5, 7133.5)","(2370.0, 8936.0)",3954.9314079422384
"(-2783.5, 9721.5)","(-721.0, 2403.0)","(-83.375, 1475.375)",7479.855072463768
"(-976.5, 2976.5)","(-677.75, 2675.75)","(-683.75, 2141.75)",5217.965957446809
"(1388416.5, 1461579.5)","(1359000.0, 1441000.0)","(1341184.25, 1458811.75)",1443463.5889570552
"(14800.0, 15200.0)","(13103.5, 23093.5)","(15863.0, 30735.0)",15269.47619047619
"(9818.0, 15294.0)","(14648.625, 24897.375)","(10535.625, 31530.375)",10834.803773584905
"(-93776.5, 111740.5)","(-1792.0, 18096.0)","(-287.5, 16591.5)",203157.34736842106
"(245.5, 516.5)","(237.5, 524.5)","(251.5, 510.5)",7663.551111111111
"(-35300.0, 55300.0)","(-34800.0, 54800.0)","(-25528.5, 64996.5)",78949.72839506173
"(20085.5, 29600.5)","(21503.0, 28363.0)","(21773.5, 28370.5)",21127.65073529412
"(240.125, 476.875)","(266.625, 493.375)","(230.0, 462.0)",586.4102564102565
"(36.25, 61.75)","(21.75, 76.25)","(-32.0, 130.0)",1401.948051948052
"(13545.0, 18327.0)","(13696.0, 16667.0)","(13624.75, 16655.25)",16554.982683982686
"(945620.125, 1354279.875)","(943385.625, 1353389.375)","(730791.0, 1134543.0)",1247157.2651515151
"(360.0, 1640.0)","(361.25, 1638.75)","(458.5, 1541.5)",1345.726618705036
"(1664.0, 1766.0)","(1584.5, 1841.5)","(1310.0, 1628.0)",2958.8695652173915
"(1250.0, 2250.0)","(1550.0, 2050.0)","(1546.625, 2053.375)",1557.3805309734514
"(-131.0, 615.0)","(-14.75, 450.75)","(117.25, 275.75)",446.807881773399
"(5984.0, 10976.0)","(5961.0, 10953.0)","(5961.0, 10953.0)",23487.606837606836
"(4622.5, 10377.5)","(4531.875, 10468.125)","(4235.375, 10764.625)",11898.733333333334
"(-1132.375, 1278.375)","(-219.5, 267.5)","(-119.5, 167.5)",2271.9846153846156
"(454.5, 907.5)","(441.5, 894.5)","(368.0, 886.0)",1948.588679245283
"(514.5, 2514.5)","(965.5, 2916.5)","(982.5, 2933.5)",40940.01470588235
"(55.0, 179.0)","(98.0, 132.0)","(99.75, 128.25)",1341.2442396313363
"(2400.0, 3100.0)","(2350.0, 3150.0)","(1818.5, 3015.5)",3500.1984126984125
"(1385.0, 2991.0)","(1271.0, 2887.0)","(1518.5, 2977.5)",3464.6501901140687
"(337090.25, 1426909.75)","(454577.75, 1539422.25)","(539275.5, 1457724.5)",872481.0746268657
"(-141.5, 647.5)","(-33.125, 539.125)","(52.875, 437.125)",10085.424
"(-1210.5, 2210.5)","(-764.0, 1364.0)","(-672.25, 1272.25)",6611.659090909091
"(522.875, 639.125)","(520.0, 632.0)","(503.875, 624.125)",823.6020408163265
"(189.5, 1388.5)","(214.0, 1364.0)","(285.0, 1291.0)",769.4166666666666
"(-817.0, 3083.0)","(-690.0, 3210.0)","(-655.5, 3243.5)",7440.07434944238
"(1260.5, 2205.5)","(1252.875, 2203.125)","(1246.0, 2204.0)",11040.565217391304
"(292.0, 886.0)","(355.0, 949.0)","(413.0, 1007.0)",736.2935323383084
"(2241.375, 6247.625)","(1620.0, 6274.0)","(732.0, 5398.0)",4215.451388888889
"(876861000.125, 911138999.875)","(876861000.125, 911138999.875)","(872025250.25, 907974749.75)",938099695.4230769
"(8955000.0, 11045000.0)","(8502500.375, 10497499.625)","(8337498.0, 10237498.0)",9933384.806629835
"(2472872.375, 4679127.625)","(5821922.5, 8768311.5)","(5452953.5, 10123768.5)",3928528.6397058824
"(-1056.5, 2796.5)","(-1182.875, 2896.875)","(-182.0, 1812.0)",1948.7348066298343
"(102691.5, 139140.5)","(101103.25, 138372.75)","(103785.0, 144461.0)",152230.44559585492
"(588.875, 1012.125)","(603.125, 998.875)","(632.875, 1005.125)",5128.866336633663
"(607.125, 1213.875)","(613.5, 1188.5)","(703.625, 1252.375)",853.8220338983051
"(232.0, 346.0)","(234.0, 344.0)","(231.25, 346.75)",454.27848101265823
"(-250.0, 3250.0)","(-783.0, 2917.0)","(-650.5, 2650.5)",9151.910714285714
"(1458049639.125, 1917648230.875)","(1676593432.375, 2098406562.625)","(1779205280.0, 2201683608.0)",1835031620.0753424
"(1474872564.375, 1745125435.625)","(1486488626.0, 1814301362.0)","(1516346123.75, 1922653874.25)",1653521862.9487178
"(-153.0, 791.0)","(-154.0, 792.0)","(-544.0, 1182.0)",2576.626262626263
